uid,row_id,cell,source_group,first_error_step_1based,steps,gate_open,all32_miss,iu__ridge+tcn+bocpd,equal__ridge+tcn+bocpd,iu__ridge+tcn+noreset,equal__ridge+tcn+noreset,iu__ridge+tcn+mean16,equal__ridge+tcn+mean16,iu__ridge+bocpd+noreset,equal__ridge+bocpd+noreset,iu__ridge+bocpd+mean16,equal__ridge+bocpd+mean16,iu__ridge+noreset+mean16,equal__ridge+noreset+mean16,iu__tcn+bocpd+noreset,equal__tcn+bocpd+noreset,iu__tcn+bocpd+mean16,equal__tcn+bocpd+mean16,iu__tcn+noreset+mean16,equal__tcn+noreset+mean16,iu__bocpd+noreset+mean16,equal__bocpd+noreset+mean16,iu__ridge+tcn+bocpd+noreset,equal__ridge+tcn+bocpd+noreset,iu__ridge+tcn+bocpd+mean16,equal__ridge+tcn+bocpd+mean16,iu__ridge+tcn+noreset+mean16,equal__ridge+tcn+noreset+mean16,iu__ridge+bocpd+noreset+mean16,equal__ridge+bocpd+noreset+mean16,iu__tcn+bocpd+noreset+mean16,equal__tcn+bocpd+noreset+mean16,iu__ridge+tcn+bocpd+noreset+mean16,equal__ridge+tcn+bocpd+noreset+mean16,tcn__real,ridge,bocpd,innovation5
pb_omnimath_q4__273809a5d03b38a7,omnimath::omnimath-207,pb_omnimath_q4,pb_source_v2:a388abefcb87c7314bd3b265,8,21,True,True,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4
pb_omnimath_q4__364c2c5e5fb7270c,omnimath::omnimath-208,pb_omnimath_q4,pb_source_v2:fdec140036295909ed81bce8,5,9,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_omnimath_q4__ca4fcf01ee765807,omnimath::omnimath-209,pb_omnimath_q4,pb_source_v2:823df32aca175ff972cc59d6,2,7,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_omnimath_q4__3c62421dc81ae6c9,omnimath::omnimath-21,pb_omnimath_q4,pb_source_v2:516228c35a14d304608d3820,6,10,True,True,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3
pb_omnimath_q4__8e5bcf4e59e4c6c6,omnimath::omnimath-210,pb_omnimath_q4,pb_source_v2:102f4231da13f71b5422db9e,4,7,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
pb_omnimath_q4__aad8ffad861a413e,omnimath::omnimath-211,pb_omnimath_q4,pb_source_v2:ef5167378297c378b646830b,1,9,True,True,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pb_omnimath_q4__e0bfe639c2aff925,omnimath::omnimath-212,pb_omnimath_q4,pb_source_v2:94227371608b1a3b40d96b68,3,13,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_omnimath_q4__67a2bf1153e69eda,omnimath::omnimath-213,pb_omnimath_q4,pb_source_v2:e50f1ea8acd2dcbdeb4572bf,5,7,True,False,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_omnimath_q4__39e723cb6264122c,omnimath::omnimath-214,pb_omnimath_q4,pb_source_v2:3776a92a03596b865e66e5f5,2,7,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_omnimath_q4__f6c2a086581a90e9,omnimath::omnimath-215,pb_omnimath_q4,pb_source_v2:9fe72795cfb4c02ebc621dd6,3,6,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_omnimath_q4__a4827806c9ffb47b,omnimath::omnimath-216,pb_omnimath_q4,pb_source_v2:1172af93c922d855d8b5ec33,3,6,True,True,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,5,1,2
pb_omnimath_q4__2ee53a72d57bffa6,omnimath::omnimath-217,pb_omnimath_q4,pb_source_v2:d80bf7253f32908ce641dc1a,5,10,True,False,5,5,5,5,5,5,3,3,5,5,3,3,3,3,5,5,3,3,5,3,5,3,5,5,5,3,3,3,3,3,5,3,5,5,3,5
pb_omnimath_q4__dbb3429790f32f6c,omnimath::omnimath-218,pb_omnimath_q4,pb_source_v2:d57ccc1c18431e979951340e,5,6,True,False,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_omnimath_q4__e6d11f6dcdd5d7a3,omnimath::omnimath-219,pb_omnimath_q4,pb_source_v2:7067a161cf1ba2436067c901,2,6,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_omnimath_q4__e84db52766a36e19,omnimath::omnimath-22,pb_omnimath_q4,pb_source_v2:ff73f95664efd64c335d6430,3,12,True,False,1,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3
pb_omnimath_q4__a4e8de4c45dee565,omnimath::omnimath-220,pb_omnimath_q4,pb_source_v2:c58ab764bc1c94dad1a6a86f,2,4,True,False,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
pb_omnimath_q4__7f06286b2840daa9,omnimath::omnimath-221,pb_omnimath_q4,pb_source_v2:6fc417fd39dea4fcab3b1041,6,8,True,True,2,2,2,2,2,2,2,2,8,8,2,2,2,2,8,8,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8
pb_omnimath_q4__db7bccd0451cf759,omnimath::omnimath-222,pb_omnimath_q4,pb_source_v2:524511f10a95e6f12913d2da,5,6,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_omnimath_q4__44307dc4c2deb555,omnimath::omnimath-223,pb_omnimath_q4,pb_source_v2:741b5b1ef370d2bdf168f505,4,6,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_omnimath_q4__59c0575f562b6820,omnimath::omnimath-224,pb_omnimath_q4,pb_source_v2:4a5f833f88246a4fd7e122fb,3,8,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_omnimath_q4__a1b7019b0d306711,omnimath::omnimath-225,pb_omnimath_q4,pb_source_v2:bfe7ee3104a26c761d003c3b,4,11,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_omnimath_q4__2137dfae9d7db8f2,omnimath::omnimath-226,pb_omnimath_q4,pb_source_v2:e073b51a835e97255801acf7,2,5,True,False,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
pb_omnimath_q4__7869a065eb9f9c3d,omnimath::omnimath-227,pb_omnimath_q4,pb_source_v2:806fb83610be0fc0758643d2,3,9,True,True,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,7
pb_omnimath_q4__bce722870f69c752,omnimath::omnimath-228,pb_omnimath_q4,pb_source_v2:9eb670f3a76c128013d748cb,8,9,True,True,3,3,3,1,3,3,3,3,3,3,1,3,1,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_omnimath_q4__5536210367efe92a,omnimath::omnimath-229,pb_omnimath_q4,pb_source_v2:bec316361805be3c1020822c,3,8,True,False,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
pb_omnimath_q4__8db5c1b0b8eb0656,omnimath::omnimath-23,pb_omnimath_q4,pb_source_v2:ce6a8e6e25c52c587a086192,2,5,True,True,3,3,3,3,3,3,3,3,1,1,1,1,3,3,1,1,1,3,1,1,3,3,3,3,3,3,1,1,1,1,3,3,3,3,1,3
pb_omnimath_q4__087c9834aadc93a8,omnimath::omnimath-230,pb_omnimath_q4,pb_source_v2:4e65f3a188007c585d927f82,1,7,True,True,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_omnimath_q4__b0662ae9d4e32984,omnimath::omnimath-231,pb_omnimath_q4,pb_source_v2:65b486441bc69bcd37107970,2,6,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2
pb_omnimath_q4__9f36532a98074bb5,omnimath::omnimath-232,pb_omnimath_q4,pb_source_v2:80d0e7f17cde3518f5d8a774,3,4,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_omnimath_q4__0355da729bed365b,omnimath::omnimath-233,pb_omnimath_q4,pb_source_v2:ef10634640103da17e2cdfd5,2,9,True,True,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
pb_omnimath_q4__e3db1604141064b1,omnimath::omnimath-234,pb_omnimath_q4,pb_source_v2:fa907dc07ae0b8787a5a2c34,5,7,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_omnimath_q4__05bc659519a90131,omnimath::omnimath-235,pb_omnimath_q4,pb_source_v2:897e6b14eef2341350ebe39a,3,11,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_omnimath_q4__db293e8c25051247,omnimath::omnimath-236,pb_omnimath_q4,pb_source_v2:1c34d516910a470d036a6fc5,1,6,True,False,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1
pb_omnimath_q4__83447d4181e1f403,omnimath::omnimath-237,pb_omnimath_q4,pb_source_v2:fbcfc1e88321fc5e9fba3e98,2,15,True,True,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
pb_omnimath_q4__bd4d9bc734149662,omnimath::omnimath-238,pb_omnimath_q4,pb_source_v2:a50bdaf907741b28688ed007,6,9,True,False,6,6,6,4,6,2,4,4,2,2,2,2,4,4,2,2,2,2,2,2,6,4,6,2,2,2,2,2,2,2,2,2,6,6,2,5
pb_omnimath_q4__f7007e7741a74f3d,omnimath::omnimath-239,pb_omnimath_q4,pb_source_v2:bb2bca5ec475f880cb370542,4,8,True,True,6,6,5,6,5,6,6,6,2,6,2,2,6,6,2,6,2,2,6,2,6,6,6,6,6,6,6,2,6,2,6,6,5,6,6,2
pb_omnimath_q4__a4d52d00a71a06cb,omnimath::omnimath-24,pb_omnimath_q4,pb_source_v2:53049716213b840c387b085c,3,6,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_omnimath_q4__3454f2c64369f1e5,omnimath::omnimath-240,pb_omnimath_q4,pb_source_v2:f07332042d696ec99c6f5198,19,21,True,False,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
pb_omnimath_q4__dbd1d40fe971cb49,omnimath::omnimath-241,pb_omnimath_q4,pb_source_v2:d2cec1fe8f1a35b63e012ed6,3,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_omnimath_q4__70748c65d5bc4084,omnimath::omnimath-242,pb_omnimath_q4,pb_source_v2:358f308342f6941e7d14c21c,2,4,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_omnimath_q4__48b1a3d19def8b79,omnimath::omnimath-243,pb_omnimath_q4,pb_source_v2:ca6e33d9016853db238ef27f,1,9,True,False,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,1,4
pb_omnimath_q4__f26c86544dcb7204,omnimath::omnimath-244,pb_omnimath_q4,pb_source_v2:4ced497eab3f57a1c852b03d,2,4,True,False,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
pb_omnimath_q4__1cee7c5e8f4fc542,omnimath::omnimath-245,pb_omnimath_q4,pb_source_v2:0dead96a78c4fcdf2ba69496,3,9,True,True,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
pb_omnimath_q4__a9e133e8b32dd28a,omnimath::omnimath-246,pb_omnimath_q4,pb_source_v2:29b4be307c14f53458b3bb77,4,6,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_omnimath_q4__e76a123bf30a9405,omnimath::omnimath-247,pb_omnimath_q4,pb_source_v2:db4ed8b72a03fc3271c2063f,2,14,True,False,2,7,2,7,7,2,7,7,1,1,1,1,7,7,1,1,1,1,1,1,2,7,2,2,2,2,1,1,1,1,2,2,2,7,4,7
pb_omnimath_q4__a23d4d87d1f22b18,omnimath::omnimath-248,pb_omnimath_q4,pb_source_v2:6746d3098875b889c21d7473,3,10,True,True,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_omnimath_q4__bf055a8f3855e20f,omnimath::omnimath-249,pb_omnimath_q4,pb_source_v2:8509e9b77e6176232bbfd2a6,2,12,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_omnimath_q4__0f69fba3114686f6,omnimath::omnimath-25,pb_omnimath_q4,pb_source_v2:0745eee164a867001eb1497a,6,10,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_omnimath_q4__1fcaa0160e12900a,omnimath::omnimath-250,pb_omnimath_q4,pb_source_v2:73206b6859abc2c02d24f178,1,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_omnimath_q4__46c7a65462f59e0a,omnimath::omnimath-251,pb_omnimath_q4,pb_source_v2:d7a18531658d25f20dc4d087,4,7,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
pb_omnimath_q4__d600e1e57d0987d5,omnimath::omnimath-252,pb_omnimath_q4,pb_source_v2:9a6a988dc6b9839c84137cae,7,8,True,False,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
pb_omnimath_q4__cdf855d83c553690,omnimath::omnimath-253,pb_omnimath_q4,pb_source_v2:19d86aa9f86a3d83a329be49,7,7,True,True,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_omnimath_q4__4238e3aa9ca95315,omnimath::omnimath-254,pb_omnimath_q4,pb_source_v2:c4c968b36b1b9d53dbe30759,7,9,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9
pb_omnimath_q4__ca1deaceaa119ef5,omnimath::omnimath-255,pb_omnimath_q4,pb_source_v2:0e70ed35283b1a3de417f6bb,3,11,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_omnimath_q4__b20c1e4a2b5dcf1f,omnimath::omnimath-256,pb_omnimath_q4,pb_source_v2:7568a40acad07a31728e60da,6,11,True,True,8,9,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9
pb_omnimath_q4__71fc42c052af66a4,omnimath::omnimath-257,pb_omnimath_q4,pb_source_v2:0778de32d2895dea2fd1a780,2,9,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_omnimath_q4__2dc4c4d31fc4fa7c,omnimath::omnimath-258,pb_omnimath_q4,pb_source_v2:37d732bf64f91c40fe73633c,3,5,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_omnimath_q4__ebc8695d73f2ec94,omnimath::omnimath-259,pb_omnimath_q4,pb_source_v2:17aadee5bee38532343355e9,7,8,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_omnimath_q4__f58f6c5d8d5aedda,omnimath::omnimath-26,pb_omnimath_q4,pb_source_v2:c23d4f7f2034fd072edb6b53,10,11,True,True,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
pb_omnimath_q4__198cc9432f0ae117,omnimath::omnimath-260,pb_omnimath_q4,pb_source_v2:1fb288395c5620ac5c7357c8,5,17,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_omnimath_q4__cfdd1faf65437bcb,omnimath::omnimath-261,pb_omnimath_q4,pb_source_v2:2f725b8b84b651a77138405f,19,19,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_omnimath_q4__065103a2cb89183d,omnimath::omnimath-262,pb_omnimath_q4,pb_source_v2:fa9bed853fe0b2924ce6c074,2,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_omnimath_q4__926ee84b73d82e2f,omnimath::omnimath-263,pb_omnimath_q4,pb_source_v2:6cf694507e8822ac435d9da0,4,6,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_omnimath_q4__0e6012ec03fb084f,omnimath::omnimath-264,pb_omnimath_q4,pb_source_v2:1f6951288c655d3d993b76c1,3,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_omnimath_q4__1fb0362564d68106,omnimath::omnimath-265,pb_omnimath_q4,pb_source_v2:ae3f80f2a8737b9727831122,6,13,True,True,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
pb_omnimath_q4__606c437264331a8d,omnimath::omnimath-266,pb_omnimath_q4,pb_source_v2:2686a052d3ec2498d68ca8d8,6,10,True,True,7,1,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7
pb_omnimath_q4__d935eaf74414701a,omnimath::omnimath-267,pb_omnimath_q4,pb_source_v2:6184494fc4e78a4106061c97,2,7,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_omnimath_q4__72ee374cfd1be87d,omnimath::omnimath-268,pb_omnimath_q4,pb_source_v2:2914f40fcb0b8478df81ee30,7,8,True,False,7,3,7,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,7,3,3
pb_omnimath_q4__6e4732be262a1f1a,omnimath::omnimath-269,pb_omnimath_q4,pb_source_v2:60938e5c714211df3e1a1a0c,1,4,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_omnimath_q4__ff737871ef3e9ad1,omnimath::omnimath-27,pb_omnimath_q4,pb_source_v2:a263b7307dc27888e7c397c0,4,7,True,True,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_omnimath_q4__d7ac9142d753ee5a,omnimath::omnimath-270,pb_omnimath_q4,pb_source_v2:bb8165b430e031e3e5312ce4,2,7,True,True,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pb_omnimath_q4__6c7e7348b088f0bf,omnimath::omnimath-271,pb_omnimath_q4,pb_source_v2:b3f533d75f5ac73a7eecb012,4,9,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_omnimath_q4__97dc9cc03bc2a7d9,omnimath::omnimath-272,pb_omnimath_q4,pb_source_v2:b810d61108f05d9381c51e06,3,8,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_omnimath_q4__f4c7d6db0bc54ec2,omnimath::omnimath-273,pb_omnimath_q4,pb_source_v2:c9adccf5136d4af832e3a185,4,5,True,False,3,2,4,2,3,2,2,2,4,4,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3
pb_omnimath_q4__23c7c08094832943,omnimath::omnimath-274,pb_omnimath_q4,pb_source_v2:5aab3eb4acd50196d8603c11,3,5,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
