family,method,pool,description,origin,track_record,similar,macro,qa,math,cells,size_mean,size_median,size_min,size_max,size_cells,top_features,picks_subset,needs_anchor,scale,reproduces,macro_today,drift_pp,frac_size3,macro_spread_pp,cell_spread_pp,worst_cell_spread_pp,macro_eigen,macro_complete,role,status,step
a1_residual,a1.router@minres,h16,"Router on the greedy min-residual subset. For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.good5+K_ah, a1.good5+K_kn, a1.minres+K_ah, a1.minres_exh_adapt",0.6801,0.6276,0.7151,25,3,3,3,3,25,"dominant_freq, cusum_max, low_band_power",no — fixed,yes,unit,code fix: Step-205 exact small-m solve,0.6797,-0.04,1.0,0.0,0.0,0.0,0.6708,0.6715,"router (fixed subset, learned fusion choice only)",,Step 186
simple_stats,kurtosis_s4,h16,"Kurtosis-ranked floor. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","kurtosis_s5, kurtosis_s6, decorr_s4, decorr_s5, decorr_s6, mad_s4",0.6796,0.634,0.71,25,4,4,4,4,25,"cusum_max, hl_ratio, trace_length",yes,yes,unit,code fix: Step-205 exact small-m solve,0.6932,1.36,0.0,0.0,0.0,0.0,0.6842,0.6744,fs_selector_candidate,,Step 186
classical_fs,mcfs_s6,h16,"MCFS (Cai-Zhang-He 2010) multi-cluster feature selection. All three build one sample-similarity graph per cell then rank features against it: Laplacian Score and SPEC by a normalized-Laplacian Rayleigh quotient (lower=better, feature varies ALONG the manifold not across it); MCFS by L1-regressing top-K spectral embeddings onto the features (higher=better, feature reconstructs cluster structure). Best subset of exactly size N found by this method.","Three methods, three papers, one family: Laplacian Score (He, Cai, Niyogi, NIPS 2005); SPEC/phi2 (Zhao & Liu, ICML 2007); MCFS (Cai, Zhang, He, KDD 2010).",The textbook unsupervised-FS baselines this project's learned selectors are meant to beat; all score well below GOOD_5.,"mcfs_adapt, mcfs_s4, mcfs_s5, lapscore_adapt, lapscore_s4, lapscore_s5, lapscore_s6",0.6788,0.6311,0.7106,25,6,6,6,6,25,"dominant_freq, hl_ratio, stft_spectral_entropy",yes,yes,unit,within its own noise,0.6788,-0.0,0.0,0.0,0.0,0.0,0.6714,0.6723,fs_selector_candidate,,Step 186
a2_groupfs,a2.select,h16,"GroupFS's own selection readout (feature-granular, via the group discovery mechanism). GroupFS: Gumbel-softmax soft group assignment + per-group stochastic gates, trained against sample-graph smoothness + feature-graph smoothness + group sparsity (3-term loss). DUFS: per-feature stochastic gates trained against Laplacian-score sample smoothness alone. Both use the self-tuning kernel graph + t=2 random-walk diffusion.","GroupFS: Lifshitz, Lindenbaum, Mishne, Meir, Benisty — ""Unsupervised Feature Selection Through Group Discovery"" (AAAI 2026, arXiv:2511.09166); no official code, clean-room torch reimplementation. Its selection signal is replaced by DUFS: Lindenbaum, Shaham, Svirsky, Peterfreund, Kluger — ""Differentiable Unsupervised Feature Selection based on a Gated Laplacian"" (NeurIPS 2021, arXiv:2007.04728) — see a2.dufs below.","a2.dufs 0.7502, a2.select (GroupFS's own readout) 0.7481 — both just under GOOD_5 (0.7519). The 2026-07-23 fidelity audit found BOTH are faithful to their papers' equations, but GroupFS's own group-gate readout saturates open under our CPU budget, so selection was replaced with the DUFS per-feature signal (documented deviation) — meaning a2.select vs a2.dufs is really ""one gate mechanism, two readouts,"" not two different papers head to head. See results/advisor_inscope/fs_paper_fidelity.md for the full audit.","a2.dufs, a2.dufs_pf, a2.groups@good5, a2.select+groups",0.6786,0.656,0.6937,25,12,14,6,16,25,"high_band_power, hl_ratio, spectral_centroid",yes,yes,unit,within its own noise,0.6786,0.0,0.0,0.0,0.0,0.0,0.68,0.6822,fs_selector_candidate,,Step 186
simple_stats,mad_s6,c46,"Median-absolute-deviation-ranked floor. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","mad_s4, mad_s5, decorr_s4, decorr_s5, decorr_s6, kurtosis_s4",0.6779,0.6453,0.6996,25,6,6,6,6,25,"cusum_shift_idx, spectral_entropy, min_energy",yes,yes,unit,verified,0.6779,0.0,0.0,0.0,0.0,0.0,0.6683,0.6631,fs_selector_candidate,,Step 186
simple_stats,random_s5,h16,"Random floor — the sanity check every real selector must beat. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","random_s4, random_s6, decorr_s4, decorr_s5, decorr_s6, kurtosis_s4",0.6751,0.6378,0.6999,25,5,5,5,5,25,"sw_var_peak, hl_ratio, rpdi",yes,yes,unit,within its own noise,0.6751,-0.0,0.0,0.0,0.0,0.0,0.6699,0.6736,fs_selector_candidate,FLOOR — the sanity check every selector must beat,Step 186
a4_antigravity,a4.recon_s5,h16,Greedy CSSP linear-reconstruction selection. a4.recon: greedily add the feature that most reduces linear reconstruction error of the whole pool. a4.anchor: rank by |Spearman| correlation with the cell's anchor view (epr). Best subset of exactly size N found by this method.,"No single paper — classical building blocks: greedy Column Subset Selection (CSSP, linear-reconstruction greedy forward selection) and anchor-correlation ranking (a house heuristic, not from a specific paper).","a4.anchor-family was Step 187's best learned selector on H16 (0.6593) but Step 189 found it statistically indistinguishable from bare epr (25W/26L) — it just picks epr's most-correlated clones, high relevance / zero diversity. This finding motivated a5_mrmr (adds a redundancy term).","a4.recon_adapt, a4.recon_s4, a4.recon_s6, a4.anchor_adapt, a4.anchor_s4, a4.anchor_s5, a4.anchor_s6",0.6749,0.6507,0.6911,25,5,5,5,5,25,"spectral_centroid, pe_mean, trace_length",yes,yes,unit,within its own noise,0.6749,-0.0,0.0,0.0,0.0,0.0,0.6696,0.6756,fs_selector_candidate,,Step 186
classical_fs,lapscore_s4,h16,"Laplacian Score (He-Cai-Niyogi 2005) — classic unsupervised FS. All three build one sample-similarity graph per cell then rank features against it: Laplacian Score and SPEC by a normalized-Laplacian Rayleigh quotient (lower=better, feature varies ALONG the manifold not across it); MCFS by L1-regressing top-K spectral embeddings onto the features (higher=better, feature reconstructs cluster structure). Best subset of exactly size N found by this method.","Three methods, three papers, one family: Laplacian Score (He, Cai, Niyogi, NIPS 2005); SPEC/phi2 (Zhao & Liu, ICML 2007); MCFS (Cai, Zhang, He, KDD 2010).",The textbook unsupervised-FS baselines this project's learned selectors are meant to beat; all score well below GOOD_5.,"lapscore_adapt, lapscore_s5, lapscore_s6, mcfs_adapt, mcfs_s4, mcfs_s5, mcfs_s6",0.6743,0.6457,0.6934,25,4,4,4,4,25,"hl_ratio, spectral_centroid, cusum_max",yes,yes,unit,code fix: Step-205 exact small-m solve,0.6654,-0.9,0.0,0.0,0.0,0.0,0.6759,0.6784,fs_selector_candidate,,Step 186
classical_fs,spec_s4,h16,"SPEC (Zhao-Liu 2007) spectral feature selection. All three build one sample-similarity graph per cell then rank features against it: Laplacian Score and SPEC by a normalized-Laplacian Rayleigh quotient (lower=better, feature varies ALONG the manifold not across it); MCFS by L1-regressing top-K spectral embeddings onto the features (higher=better, feature reconstructs cluster structure). Best subset of exactly size N found by this method.","Three methods, three papers, one family: Laplacian Score (He, Cai, Niyogi, NIPS 2005); SPEC/phi2 (Zhao & Liu, ICML 2007); MCFS (Cai, Zhang, He, KDD 2010).",The textbook unsupervised-FS baselines this project's learned selectors are meant to beat; all score well below GOOD_5.,"spec_adapt, spec_s5, spec_s6, lapscore_adapt, lapscore_s4, lapscore_s5, lapscore_s6",0.6743,0.6457,0.6934,25,4,4,4,4,25,"hl_ratio, spectral_centroid, cusum_max",yes,yes,unit,code fix: Step-205 exact small-m solve,0.6654,-0.9,0.0,0.0,0.0,0.0,0.6759,0.6784,fs_selector_candidate,,Step 186
simple_stats,decorr_s6,h16,"Greedy decorrelation floor: pick the least mutually-correlated features. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","decorr_s4, decorr_s5, kurtosis_s4, kurtosis_s5, kurtosis_s6, mad_s4",0.6736,0.6356,0.699,25,6,6,6,6,25,"pe_mean, cusum_shift_idx, rpdi",yes,yes,unit,within its own noise,0.6736,0.0,0.0,0.0,0.0,0.0,0.6727,0.6607,fs_selector_candidate,,Step 186
a1_residual,a1.relres_exh_adapt,h16,"Exhaustive search minimizing the RELATIVE residual (raw / off-diagonal correlation energy). For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests. Size chosen adaptively by the method's own rule, not fixed.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.relres_exh_s4, a1.relres_exh_s5, a1.relres_exh_s6, a1.good5+K_ah, a1.good5+K_kn, a1.minres+K_ah, a1.minres_exh_adapt",0.6728,0.6456,0.703,19,3.1,3,3,4,19,"dominant_freq, cusum_max, hl_ratio",yes,yes,unit,within its own noise,0.6728,-0.0,0.947,0.0,0.0,0.0,0.6747,0.6729,fs_selector_candidate,,Step 186
a1_residual,a1.minres_exh_adapt,h16,"Exhaustive search minimizing the raw Eq-14 residual. For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests. Size chosen adaptively by the method's own rule, not fixed.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.minres_exh_s4, a1.minres_exh_s5, a1.minres_exh_s6, a1.good5+K_ah, a1.good5+K_kn, a1.minres+K_ah, a1.relres_exh_adapt",0.6718,0.6456,0.7009,19,3.2,3,3,5,19,"cusum_max, dominant_freq, hurst_exponent",yes,yes,unit,within its own noise,0.6718,-0.0,0.895,0.0,0.0,0.0,0.6725,0.6723,fs_selector_candidate,,Step 186
simple_stats,mad_s5,c46,"Median-absolute-deviation-ranked floor. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","mad_s4, mad_s6, decorr_s4, decorr_s5, decorr_s6, kurtosis_s4",0.6713,0.6422,0.6906,25,5,5,5,5,25,"cusum_shift_idx, spectral_entropy, min_energy",yes,yes,unit,verified,0.6713,0.0,0.0,0.0,0.0,0.0,0.6856,0.668,fs_selector_candidate,,Step 186
a4_antigravity,a4.recon_s6,h16,Greedy CSSP linear-reconstruction selection. a4.recon: greedily add the feature that most reduces linear reconstruction error of the whole pool. a4.anchor: rank by |Spearman| correlation with the cell's anchor view (epr). Best subset of exactly size N found by this method.,"No single paper — classical building blocks: greedy Column Subset Selection (CSSP, linear-reconstruction greedy forward selection) and anchor-correlation ranking (a house heuristic, not from a specific paper).","a4.anchor-family was Step 187's best learned selector on H16 (0.6593) but Step 189 found it statistically indistinguishable from bare epr (25W/26L) — it just picks epr's most-correlated clones, high relevance / zero diversity. This finding motivated a5_mrmr (adds a redundancy term).","a4.recon_adapt, a4.recon_s4, a4.recon_s5, a4.anchor_adapt, a4.anchor_s4, a4.anchor_s5, a4.anchor_s6",0.6698,0.6249,0.6998,25,6,6,6,6,25,"spectral_centroid, pe_mean, cusum_shift_idx",yes,yes,unit,within its own noise,0.6698,0.0,0.0,0.0,0.0,0.0,0.6576,0.6599,fs_selector_candidate,,Step 186
classical_fs,lapscore_s5,h16,"Laplacian Score (He-Cai-Niyogi 2005) — classic unsupervised FS. All three build one sample-similarity graph per cell then rank features against it: Laplacian Score and SPEC by a normalized-Laplacian Rayleigh quotient (lower=better, feature varies ALONG the manifold not across it); MCFS by L1-regressing top-K spectral embeddings onto the features (higher=better, feature reconstructs cluster structure). Best subset of exactly size N found by this method.","Three methods, three papers, one family: Laplacian Score (He, Cai, Niyogi, NIPS 2005); SPEC/phi2 (Zhao & Liu, ICML 2007); MCFS (Cai, Zhang, He, KDD 2010).",The textbook unsupervised-FS baselines this project's learned selectors are meant to beat; all score well below GOOD_5.,"lapscore_adapt, lapscore_s4, lapscore_s6, mcfs_adapt, mcfs_s4, mcfs_s5, mcfs_s6",0.6669,0.6221,0.6968,25,5,5,5,5,25,"hl_ratio, spectral_centroid, cusum_max",yes,yes,unit,within its own noise,0.6669,-0.0,0.0,0.0,0.0,0.0,0.6638,0.6669,fs_selector_candidate,,Step 186
classical_fs,spec_s5,h16,"SPEC (Zhao-Liu 2007) spectral feature selection. All three build one sample-similarity graph per cell then rank features against it: Laplacian Score and SPEC by a normalized-Laplacian Rayleigh quotient (lower=better, feature varies ALONG the manifold not across it); MCFS by L1-regressing top-K spectral embeddings onto the features (higher=better, feature reconstructs cluster structure). Best subset of exactly size N found by this method.","Three methods, three papers, one family: Laplacian Score (He, Cai, Niyogi, NIPS 2005); SPEC/phi2 (Zhao & Liu, ICML 2007); MCFS (Cai, Zhang, He, KDD 2010).",The textbook unsupervised-FS baselines this project's learned selectors are meant to beat; all score well below GOOD_5.,"spec_adapt, spec_s4, spec_s6, lapscore_adapt, lapscore_s4, lapscore_s5, lapscore_s6",0.6669,0.6221,0.6968,25,5,5,5,5,25,"hl_ratio, spectral_centroid, cusum_max",yes,yes,unit,within its own noise,0.6669,-0.0,0.0,0.0,0.0,0.0,0.6638,0.6669,fs_selector_candidate,,Step 186
a1_residual,a1.relres_exh_s5,h16,"Exhaustive search minimizing the RELATIVE residual (raw / off-diagonal correlation energy). For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests. Best subset of exactly size N found by this method.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.relres_exh_adapt, a1.relres_exh_s4, a1.relres_exh_s6, a1.good5+K_ah, a1.good5+K_kn, a1.minres+K_ah, a1.minres_exh_adapt",0.6662,0.655,0.6786,19,5,5,5,5,19,"dominant_freq, sw_var_peak, pe_mean",yes,yes,unit,within its own noise,0.6662,0.0,0.0,0.0,0.0,0.0,0.6667,0.671,fs_selector_candidate,,Step 186
classical_fs,lapscore_adapt,h16,"Laplacian Score (He-Cai-Niyogi 2005) — classic unsupervised FS. All three build one sample-similarity graph per cell then rank features against it: Laplacian Score and SPEC by a normalized-Laplacian Rayleigh quotient (lower=better, feature varies ALONG the manifold not across it); MCFS by L1-regressing top-K spectral embeddings onto the features (higher=better, feature reconstructs cluster structure). Size chosen adaptively by the method's own rule, not fixed.","Three methods, three papers, one family: Laplacian Score (He, Cai, Niyogi, NIPS 2005); SPEC/phi2 (Zhao & Liu, ICML 2007); MCFS (Cai, Zhang, He, KDD 2010).",The textbook unsupervised-FS baselines this project's learned selectors are meant to beat; all score well below GOOD_5.,"lapscore_s4, lapscore_s5, lapscore_s6, mcfs_adapt, mcfs_s4, mcfs_s5, mcfs_s6",0.6646,0.619,0.6951,25,5.0,5,3,8,25,"hl_ratio, spectral_centroid, cusum_max",yes,yes,unit,lookup table vs live re-fusion,0.6641,-0.05,0.36,0.0,0.0,0.0,0.6624,0.6646,fs_selector_candidate,,Step 186
classical_fs,spec_adapt,h16,"SPEC (Zhao-Liu 2007) spectral feature selection. All three build one sample-similarity graph per cell then rank features against it: Laplacian Score and SPEC by a normalized-Laplacian Rayleigh quotient (lower=better, feature varies ALONG the manifold not across it); MCFS by L1-regressing top-K spectral embeddings onto the features (higher=better, feature reconstructs cluster structure). Size chosen adaptively by the method's own rule, not fixed.","Three methods, three papers, one family: Laplacian Score (He, Cai, Niyogi, NIPS 2005); SPEC/phi2 (Zhao & Liu, ICML 2007); MCFS (Cai, Zhang, He, KDD 2010).",The textbook unsupervised-FS baselines this project's learned selectors are meant to beat; all score well below GOOD_5.,"spec_s4, spec_s5, spec_s6, lapscore_adapt, lapscore_s4, lapscore_s5, lapscore_s6",0.6646,0.619,0.6951,25,5.0,5,3,8,25,"hl_ratio, spectral_centroid, cusum_max",yes,yes,unit,lookup table vs live re-fusion,0.6641,-0.05,0.36,0.0,0.0,0.0,0.6624,0.6646,fs_selector_candidate,,Step 186
a1_residual,a1.relres_exh_s6,h16,"Exhaustive search minimizing the RELATIVE residual (raw / off-diagonal correlation energy). For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests. Best subset of exactly size N found by this method.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.relres_exh_adapt, a1.relres_exh_s4, a1.relres_exh_s5, a1.good5+K_ah, a1.good5+K_kn, a1.minres+K_ah, a1.minres_exh_adapt",0.6644,0.6321,0.7004,19,6,6,6,6,19,"dominant_freq, pe_mean, cusum_shift_idx",yes,yes,unit,within its own noise,0.6644,0.0,0.0,0.0,0.0,0.0,0.6615,0.665,fs_selector_candidate,,Step 186
simple_stats,random_s4,h16,"Random floor — the sanity check every real selector must beat. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","random_s5, random_s6, decorr_s4, decorr_s5, decorr_s6, kurtosis_s4",0.6637,0.6391,0.6801,25,4,4,4,4,25,"hl_ratio, dominant_freq, cusum_shift_idx",yes,yes,unit,code fix: Step-205 exact small-m solve,0.675,1.14,0.0,0.0,0.0,0.0,0.667,0.6595,fs_selector_candidate,FLOOR — the sanity check every selector must beat,Step 186
classical_fs,mcfs_adapt,h16,"MCFS (Cai-Zhang-He 2010) multi-cluster feature selection. All three build one sample-similarity graph per cell then rank features against it: Laplacian Score and SPEC by a normalized-Laplacian Rayleigh quotient (lower=better, feature varies ALONG the manifold not across it); MCFS by L1-regressing top-K spectral embeddings onto the features (higher=better, feature reconstructs cluster structure). Size chosen adaptively by the method's own rule, not fixed.","Three methods, three papers, one family: Laplacian Score (He, Cai, Niyogi, NIPS 2005); SPEC/phi2 (Zhao & Liu, ICML 2007); MCFS (Cai, Zhang, He, KDD 2010).",The textbook unsupervised-FS baselines this project's learned selectors are meant to beat; all score well below GOOD_5.,"mcfs_s4, mcfs_s5, mcfs_s6, lapscore_adapt, lapscore_s4, lapscore_s5, lapscore_s6",0.6633,0.6284,0.6866,25,5.3,5,3,8,25,"hl_ratio, dominant_freq, stft_spectral_entropy",yes,yes,unit,lookup table vs live re-fusion,0.6668,0.35,0.12,0.0,0.0,0.0,0.6574,0.6489,fs_selector_candidate,,Step 186
a4_antigravity,a4.recon_adapt,h16,"Greedy CSSP linear-reconstruction selection. a4.recon: greedily add the feature that most reduces linear reconstruction error of the whole pool. a4.anchor: rank by |Spearman| correlation with the cell's anchor view (epr). Size chosen adaptively by the method's own rule, not fixed.","No single paper — classical building blocks: greedy Column Subset Selection (CSSP, linear-reconstruction greedy forward selection) and anchor-correlation ranking (a house heuristic, not from a specific paper).","a4.anchor-family was Step 187's best learned selector on H16 (0.6593) but Step 189 found it statistically indistinguishable from bare epr (25W/26L) — it just picks epr's most-correlated clones, high relevance / zero diversity. This finding motivated a5_mrmr (adds a redundancy term).","a4.recon_s4, a4.recon_s5, a4.recon_s6, a4.anchor_adapt, a4.anchor_s4, a4.anchor_s5, a4.anchor_s6",0.6629,0.5998,0.705,25,5.4,5,4,7,25,"spectral_centroid, pe_mean, trace_length",yes,yes,unit,lookup table vs live re-fusion,0.6845,2.16,0.0,0.0,0.0,0.0,0.6669,0.6673,fs_selector_candidate,,Step 186
simple_stats,decorr_s6,c46,"Greedy decorrelation floor: pick the least mutually-correlated features. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","decorr_s4, decorr_s5, kurtosis_s4, kurtosis_s5, kurtosis_s6, mad_s4",0.6617,0.6371,0.6782,25,6,6,6,6,25,"pe_mean, cusum_shift_idx, rpdi",yes,yes,unit,verified,0.6617,0.0,0.0,0.0,0.0,0.0,0.665,0.6604,fs_selector_candidate,,Step 186
a1_residual,a1.relres_exh_s4,h16,"Exhaustive search minimizing the RELATIVE residual (raw / off-diagonal correlation energy). For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests. Best subset of exactly size N found by this method.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.relres_exh_adapt, a1.relres_exh_s5, a1.relres_exh_s6, a1.good5+K_ah, a1.good5+K_kn, a1.minres+K_ah, a1.minres_exh_adapt",0.6616,0.6368,0.689,19,4,4,4,4,19,"sw_var_peak, dominant_freq, hurst_exponent",yes,yes,unit,code fix: Step-205 exact small-m solve,0.6619,0.03,0.0,0.0,0.0,0.0,0.6571,0.6358,fs_selector_candidate,,Step 186
classical_fs,mcfs_s5,h16,"MCFS (Cai-Zhang-He 2010) multi-cluster feature selection. All three build one sample-similarity graph per cell then rank features against it: Laplacian Score and SPEC by a normalized-Laplacian Rayleigh quotient (lower=better, feature varies ALONG the manifold not across it); MCFS by L1-regressing top-K spectral embeddings onto the features (higher=better, feature reconstructs cluster structure). Best subset of exactly size N found by this method.","Three methods, three papers, one family: Laplacian Score (He, Cai, Niyogi, NIPS 2005); SPEC/phi2 (Zhao & Liu, ICML 2007); MCFS (Cai, Zhang, He, KDD 2010).",The textbook unsupervised-FS baselines this project's learned selectors are meant to beat; all score well below GOOD_5.,"mcfs_adapt, mcfs_s4, mcfs_s6, lapscore_adapt, lapscore_s4, lapscore_s5, lapscore_s6",0.6608,0.629,0.6819,25,5,5,5,5,25,"dominant_freq, hl_ratio, stft_spectral_entropy",yes,yes,unit,within its own noise,0.6608,0.0,0.0,0.0,0.0,0.0,0.6586,0.6598,fs_selector_candidate,,Step 186
